task_type,scheduled_hour,day_of_week,duration,previous_completion_rate,previous_task_status,activity_level,sleep_duration,user_preference,availability,completed,data_source
HYDRATION,8,2,60,0.82,RESCHEDULED,LIGHTLY_ACTIVE,6.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,20,4,20,0.35,SKIPPED,VERY_ACTIVE,6.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,6,30,0.65,RESCHEDULED,VERY_ACTIVE,7.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,2,60,0.41,RESCHEDULED,VERY_ACTIVE,6.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,16,6,15,0.78,MISSED,VERY_ACTIVE,6.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,4,15,0.62,COMPLETED,SEDENTARY,7.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,6,2,15,0.54,SKIPPED,LIGHTLY_ACTIVE,10.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,6,20,0.44,RESCHEDULED,LIGHTLY_ACTIVE,8.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,19,5,15,0.39,SKIPPED,VERY_ACTIVE,8.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,16,5,15,0.46,RESCHEDULED,VERY_ACTIVE,8.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,6,45,0.64,SKIPPED,MODERATELY_ACTIVE,4.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,18,4,20,0.53,NONE,SEDENTARY,7.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,6,20,0.4,SKIPPED,MODERATELY_ACTIVE,6.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,4,10,0.94,SKIPPED,VERY_ACTIVE,7.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,2,20,0.55,SKIPPED,VERY_ACTIVE,6.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,12,5,15,0.77,COMPLETED,VERY_ACTIVE,6.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,18,1,10,0.36,COMPLETED,MODERATELY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,9,2,10,0.9,MISSED,MODERATELY_ACTIVE,7.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,8,4,60,0.85,SKIPPED,VERY_ACTIVE,8.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,7,4,20,0.68,NONE,LIGHTLY_ACTIVE,5.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,17,6,30,0.67,MISSED,SEDENTARY,6.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,13,0,10,0.5,MISSED,LIGHTLY_ACTIVE,8.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,8,3,30,0.76,SKIPPED,LIGHTLY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,2,10,0.54,RESCHEDULED,MODERATELY_ACTIVE,7.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,21,4,15,0.91,NONE,SEDENTARY,9.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,0,10,0.58,SKIPPED,SEDENTARY,8.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,1,10,0.32,MISSED,LIGHTLY_ACTIVE,8.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,13,0,15,0.6,RESCHEDULED,VERY_ACTIVE,10.0,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,2,30,0.84,NONE,MODERATELY_ACTIVE,5.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,2,20,0.9,SKIPPED,VERY_ACTIVE,8.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,18,6,15,0.85,RESCHEDULED,SEDENTARY,9.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,6,20,0.34,SKIPPED,VERY_ACTIVE,8.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,21,5,15,0.33,NONE,SEDENTARY,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,6,20,0.71,MISSED,LIGHTLY_ACTIVE,8.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,13,0,30,0.71,COMPLETED,LIGHTLY_ACTIVE,9.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,15,4,30,0.87,NONE,LIGHTLY_ACTIVE,5.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,13,5,20,0.49,RESCHEDULED,LIGHTLY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,1,45,0.8,SKIPPED,MODERATELY_ACTIVE,6.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,16,3,10,0.47,COMPLETED,LIGHTLY_ACTIVE,6.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,1,45,0.63,RESCHEDULED,LIGHTLY_ACTIVE,9.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,1,10,0.64,MISSED,VERY_ACTIVE,7.3,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,13,0,10,0.66,SKIPPED,LIGHTLY_ACTIVE,6.7,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,6,10,0.77,MISSED,LIGHTLY_ACTIVE,8.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,3,20,0.47,COMPLETED,VERY_ACTIVE,7.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,5,30,0.66,SKIPPED,VERY_ACTIVE,6.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,1,20,0.56,SKIPPED,VERY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,22,0,20,0.49,COMPLETED,SEDENTARY,6.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,0,60,0.85,COMPLETED,VERY_ACTIVE,7.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,6,15,0.9,COMPLETED,VERY_ACTIVE,7.6,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,1,15,0.44,SKIPPED,SEDENTARY,8.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,4,10,0.84,NONE,SEDENTARY,8.3,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,0,15,0.74,NONE,MODERATELY_ACTIVE,7.3,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,0,20,0.52,COMPLETED,SEDENTARY,8.5,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,16,0,15,0.61,COMPLETED,VERY_ACTIVE,8.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,6,10,0.48,SKIPPED,SEDENTARY,9.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,9,3,30,0.38,NONE,MODERATELY_ACTIVE,9.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,5,15,0.71,RESCHEDULED,SEDENTARY,8.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,5,10,0.73,COMPLETED,MODERATELY_ACTIVE,4.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,18,2,20,0.42,MISSED,MODERATELY_ACTIVE,6.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,17,3,30,0.89,COMPLETED,SEDENTARY,10.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,16,0,20,0.38,MISSED,VERY_ACTIVE,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,18,4,10,0.37,COMPLETED,VERY_ACTIVE,7.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,2,15,0.64,MISSED,LIGHTLY_ACTIVE,6.8,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,2,30,0.66,NONE,LIGHTLY_ACTIVE,7.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,14,6,20,0.36,RESCHEDULED,LIGHTLY_ACTIVE,8.1,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,6,15,0.77,COMPLETED,LIGHTLY_ACTIVE,8.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,14,1,15,0.57,SKIPPED,MODERATELY_ACTIVE,6.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,2,15,0.79,NONE,VERY_ACTIVE,6.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,6,5,15,0.72,RESCHEDULED,SEDENTARY,9.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,7,5,30,0.45,MISSED,MODERATELY_ACTIVE,8.7,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,1,20,0.65,RESCHEDULED,LIGHTLY_ACTIVE,6.4,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,15,1,30,0.53,SKIPPED,LIGHTLY_ACTIVE,8.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,6,20,0.5,SKIPPED,LIGHTLY_ACTIVE,9.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,14,5,15,0.38,COMPLETED,LIGHTLY_ACTIVE,7.9,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,4,20,0.88,MISSED,LIGHTLY_ACTIVE,9.5,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,1,30,0.6,SKIPPED,MODERATELY_ACTIVE,5.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,9,4,20,0.91,SKIPPED,SEDENTARY,8.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,14,3,30,0.95,NONE,SEDENTARY,7.5,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,6,60,0.41,SKIPPED,MODERATELY_ACTIVE,6.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,10,6,60,0.65,SKIPPED,LIGHTLY_ACTIVE,7.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,1,15,0.63,RESCHEDULED,LIGHTLY_ACTIVE,7.4,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,4,15,0.68,SKIPPED,SEDENTARY,6.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,3,30,0.87,COMPLETED,LIGHTLY_ACTIVE,7.7,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,6,4,15,0.6,COMPLETED,VERY_ACTIVE,7.6,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,16,0,20,0.34,MISSED,VERY_ACTIVE,7.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,20,0,20,0.52,MISSED,LIGHTLY_ACTIVE,5.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,2,30,0.61,NONE,SEDENTARY,7.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,1,60,0.44,SKIPPED,LIGHTLY_ACTIVE,8.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,0,20,0.91,NONE,MODERATELY_ACTIVE,8.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,5,20,0.4,RESCHEDULED,VERY_ACTIVE,7.2,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,1,10,0.89,MISSED,MODERATELY_ACTIVE,5.6,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,20,6,45,0.81,COMPLETED,LIGHTLY_ACTIVE,4.6,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,2,20,0.35,COMPLETED,MODERATELY_ACTIVE,6.5,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,7,1,20,0.92,MISSED,SEDENTARY,8.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,7,2,20,0.43,SKIPPED,VERY_ACTIVE,7.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,5,10,0.85,MISSED,LIGHTLY_ACTIVE,6.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,5,20,0.88,SKIPPED,VERY_ACTIVE,5.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,2,30,0.53,RESCHEDULED,SEDENTARY,6.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,17,4,10,0.9,NONE,MODERATELY_ACTIVE,8.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,11,6,30,0.86,MISSED,SEDENTARY,6.4,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,16,4,30,0.55,COMPLETED,SEDENTARY,8.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,22,4,10,0.67,SKIPPED,LIGHTLY_ACTIVE,7.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,14,0,20,0.3,COMPLETED,SEDENTARY,6.4,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,3,20,0.65,NONE,SEDENTARY,8.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,6,5,60,0.72,RESCHEDULED,LIGHTLY_ACTIVE,7.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,3,10,0.68,COMPLETED,LIGHTLY_ACTIVE,7.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,5,20,0.91,COMPLETED,LIGHTLY_ACTIVE,8.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,21,4,45,0.46,MISSED,LIGHTLY_ACTIVE,7.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,0,20,0.76,COMPLETED,MODERATELY_ACTIVE,5.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,20,2,30,0.37,RESCHEDULED,SEDENTARY,9.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,12,1,15,0.63,NONE,VERY_ACTIVE,7.0,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,3,30,0.92,COMPLETED,SEDENTARY,7.1,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,3,60,0.55,RESCHEDULED,MODERATELY_ACTIVE,5.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,2,30,0.47,RESCHEDULED,VERY_ACTIVE,8.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,17,4,20,0.72,SKIPPED,LIGHTLY_ACTIVE,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,0,20,0.84,COMPLETED,MODERATELY_ACTIVE,6.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,21,0,20,0.66,SKIPPED,LIGHTLY_ACTIVE,6.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,6,15,0.55,SKIPPED,MODERATELY_ACTIVE,7.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,13,3,10,0.93,NONE,LIGHTLY_ACTIVE,7.0,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,3,15,0.32,NONE,VERY_ACTIVE,7.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,15,0,60,0.61,RESCHEDULED,SEDENTARY,6.8,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,20,5,15,0.93,RESCHEDULED,SEDENTARY,6.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,6,20,0.73,SKIPPED,VERY_ACTIVE,6.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,3,30,0.34,SKIPPED,SEDENTARY,7.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,13,3,30,0.68,SKIPPED,LIGHTLY_ACTIVE,5.6,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,13,5,20,0.8,SKIPPED,MODERATELY_ACTIVE,7.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,12,0,10,0.91,COMPLETED,SEDENTARY,6.3,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,11,5,20,0.7,RESCHEDULED,MODERATELY_ACTIVE,8.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,7,6,30,0.64,RESCHEDULED,SEDENTARY,9.1,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,2,20,0.39,RESCHEDULED,LIGHTLY_ACTIVE,7.9,0.7,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,17,2,20,0.79,MISSED,VERY_ACTIVE,7.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,4,15,0.57,NONE,MODERATELY_ACTIVE,7.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,8,6,15,0.39,SKIPPED,VERY_ACTIVE,6.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,2,20,0.39,MISSED,MODERATELY_ACTIVE,10.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,1,45,0.35,COMPLETED,SEDENTARY,7.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,12,1,15,0.47,COMPLETED,VERY_ACTIVE,4.9,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,3,10,0.66,NONE,MODERATELY_ACTIVE,7.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,15,3,20,0.52,MISSED,VERY_ACTIVE,7.3,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,15,0,45,0.54,COMPLETED,MODERATELY_ACTIVE,6.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,6,20,0.75,NONE,LIGHTLY_ACTIVE,7.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,20,1,15,0.51,COMPLETED,SEDENTARY,5.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,21,4,20,0.47,COMPLETED,LIGHTLY_ACTIVE,9.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,10,6,10,0.59,SKIPPED,SEDENTARY,7.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,6,30,0.33,NONE,MODERATELY_ACTIVE,6.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,14,5,45,0.9,COMPLETED,MODERATELY_ACTIVE,4.8,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,0,20,0.68,MISSED,SEDENTARY,8.0,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,7,0,10,0.58,RESCHEDULED,SEDENTARY,8.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,20,0,15,0.54,NONE,VERY_ACTIVE,6.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,0,15,0.65,COMPLETED,VERY_ACTIVE,6.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,5,20,0.66,MISSED,SEDENTARY,7.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,15,6,45,0.43,COMPLETED,MODERATELY_ACTIVE,7.2,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,4,10,0.38,NONE,MODERATELY_ACTIVE,5.8,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,19,0,10,0.41,NONE,LIGHTLY_ACTIVE,7.5,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,3,20,0.85,COMPLETED,VERY_ACTIVE,6.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,2,15,0.89,SKIPPED,LIGHTLY_ACTIVE,6.3,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,12,2,20,0.46,COMPLETED,MODERATELY_ACTIVE,7.5,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,1,20,0.48,MISSED,SEDENTARY,8.8,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,6,20,0.78,MISSED,SEDENTARY,6.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,22,0,10,0.75,NONE,MODERATELY_ACTIVE,8.0,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,22,6,20,0.59,RESCHEDULED,SEDENTARY,5.9,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,16,3,15,0.43,SKIPPED,VERY_ACTIVE,7.9,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,6,10,0.5,SKIPPED,VERY_ACTIVE,6.0,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,17,0,45,0.44,NONE,SEDENTARY,6.4,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,19,1,20,0.52,MISSED,MODERATELY_ACTIVE,6.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,10,2,15,0.88,SKIPPED,MODERATELY_ACTIVE,7.2,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,8,0,60,0.51,COMPLETED,LIGHTLY_ACTIVE,9.6,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,3,20,0.55,COMPLETED,VERY_ACTIVE,8.6,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,11,6,45,0.63,COMPLETED,SEDENTARY,9.1,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,14,6,10,0.36,RESCHEDULED,LIGHTLY_ACTIVE,6.7,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,7,0,30,0.92,NONE,VERY_ACTIVE,7.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,18,4,15,0.48,NONE,MODERATELY_ACTIVE,8.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,9,1,60,0.48,SKIPPED,LIGHTLY_ACTIVE,7.2,0.7,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,6,0,15,0.45,NONE,MODERATELY_ACTIVE,4.7,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,14,2,15,0.77,SKIPPED,MODERATELY_ACTIVE,7.0,1.0,0,0,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,1,20,0.66,NONE,LIGHTLY_ACTIVE,6.8,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,16,0,30,0.76,RESCHEDULED,VERY_ACTIVE,7.0,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,6,1,30,0.57,COMPLETED,LIGHTLY_ACTIVE,7.1,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,8,6,45,0.57,RESCHEDULED,VERY_ACTIVE,7.9,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
MEAL,18,0,15,0.63,SKIPPED,VERY_ACTIVE,8.2,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,17,2,45,0.34,RESCHEDULED,LIGHTLY_ACTIVE,8.7,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
BREAK,19,0,30,0.31,RESCHEDULED,MODERATELY_ACTIVE,7.2,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,14,0,10,0.65,COMPLETED,SEDENTARY,8.1,1.0,0,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,6,0,20,0.91,NONE,MODERATELY_ACTIVE,7.3,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
EXERCISE,10,6,30,0.41,NONE,MODERATELY_ACTIVE,7.4,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,12,6,20,0.52,MISSED,SEDENTARY,5.5,1.0,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
MEDITATION,22,4,60,0.58,NONE,VERY_ACTIVE,6.5,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
HYDRATION,17,0,20,0.89,MISSED,VERY_ACTIVE,7.2,1.0,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,8,6,45,0.37,NONE,MODERATELY_ACTIVE,6.5,0.7,1,0,SYNTHETIC_DEVELOPMENT_SAMPLE
SLEEP_ROUTINE,18,0,20,0.47,NONE,LIGHTLY_ACTIVE,7.4,0.7,1,1,SYNTHETIC_DEVELOPMENT_SAMPLE
